Arrival_time1,Burst_time1,Arrival_time2,Burst_time2,Arrival_time3,Burst_time3,Arrival_time4,Burst_time4,Arrival_time5,Burst_time5,Labels
0,19,10,17,4,4,0,15,8,12,SRTF
7,5,4,9,3,1,6,6,0,9,SRTF
3,18,1,1,1,20,8,10,2,15,SJF
0,4,9,20,2,6,7,11,4,19,SJF
7,12,6,13,8,9,7,10,10,13,FCFS
0,4,7,2,3,15,7,4,4,1,SRTF
2,14,6,1,2,17,5,6,7,7,SRTF
9,11,1,15,2,7,6,2,3,18,SRTF
6,6,2,2,3,6,8,12,9,18,SJF
1,9,6,14,6,14,5,4,1,10,SRTF
10,7,0,11,10,19,2,2,3,17,SRTF
2,18,10,3,3,13,6,1,5,14,SRTF
2,20,1,2,1,7,8,6,2,19,SJF
0,6,7,6,10,15,3,16,1,20,FCFS
6,14,7,14,0,15,9,13,4,9,SRTF
9,11,2,13,9,13,6,16,4,15,FCFS
3,19,7,14,6,10,6,1,7,1,SRTF
3,4,3,16,2,19,9,16,3,17,FCFS
2,1,1,19,2,19,9,20,7,5,SRTF
0,8,3,4,8,15,2,17,3,18,SRTF
2,10,9,18,9,9,10,1,6,2,SRTF
2,19,4,2,4,5,1,20,7,20,SRTF
3,5,9,6,6,12,2,14,9,18,FCFS
3,17,1,12,0,1,1,4,6,14,SJF
7,6,0,16,2,16,9,8,5,11,SRTF
10,3,0,20,6,17,9,5,9,12,SRTF
6,10,3,15,3,10,0,10,0,4,SJF
9,1,2,20,2,5,10,8,3,17,SRTF
4,4,5,12,9,19,2,9,0,19,SRTF
6,16,2,8,3,12,8,8,8,4,SJF
2,3,1,11,2,9,4,2,1,6,SRTF
10,6,0,8,1,2,3,6,6,5,SRTF
7,6,6,10,4,5,6,12,4,10,FCFS
8,9,4,13,8,2,10,3,2,14,SRTF
3,17,4,4,8,7,2,20,3,17,SRTF
3,5,5,18,4,7,9,7,4,9,SJF
4,4,9,2,7,2,7,14,8,20,FCFS
4,18,6,5,2,17,1,15,9,6,SRTF
7,11,5,15,8,7,8,15,6,18,FCFS
8,7,7,7,9,1,1,20,7,6,SRTF
1,19,9,8,5,1,2,11,7,3,SRTF
10,20,4,10,2,1,9,3,9,8,SRTF
8,2,6,13,5,12,1,10,0,4,SRTF
7,14,9,13,3,19,10,12,2,11,SJF
6,16,8,20,9,10,8,13,9,1,SRTF
5,20,1,5,8,4,0,9,8,7,SRTF
1,19,5,13,8,13,0,6,9,2,SRTF
0,2,10,8,9,16,0,20,6,16,FCFS
1,11,5,17,0,11,4,7,3,15,SJF
0,5,3,8,9,17,3,9,7,12,SJF
4,19,4,14,2,2,7,19,9,14,SJF
1,9,10,20,2,15,10,3,6,4,SJF
4,7,10,19,0,8,10,20,2,20,SJF
5,10,6,13,2,9,1,13,7,1,SRTF
0,20,8,14,5,1,4,11,3,3,SRTF
3,15,3,4,2,3,4,18,3,1,SRTF
8,8,4,10,1,12,5,19,4,10,SJF
6,2,0,2,3,1,7,2,3,19,SRTF
4,10,3,11,9,9,7,5,8,5,SRTF
1,11,8,17,8,10,2,14,0,18,SRTF
0,16,7,20,7,19,5,1,2,1,SRTF
7,10,4,13,10,5,9,7,10,15,FCFS
5,11,0,11,7,2,4,5,10,12,SRTF
5,7,0,4,10,20,6,15,0,14,SRTF
0,7,4,1,9,11,3,17,8,13,SRTF
5,20,6,13,6,19,2,10,3,5,SRTF
8,4,3,19,1,20,2,20,0,5,SRTF
7,9,9,1,9,15,7,9,9,17,FCFS
2,11,10,11,1,10,10,9,4,18,SJF
9,3,9,19,3,6,8,10,8,1,SJF
9,1,8,11,2,2,0,19,6,19,SRTF
5,1,3,20,8,8,6,3,3,1,SRTF
10,16,0,20,8,7,9,4,6,8,SRTF
0,13,1,15,9,5,4,2,7,17,SRTF
9,14,6,5,8,13,6,20,8,17,FCFS
2,12,3,7,6,12,3,13,4,9,SRTF
4,7,8,2,7,8,6,16,10,16,FCFS
6,11,1,5,8,12,7,2,6,11,SRTF
6,20,0,14,6,6,7,11,3,10,SRTF
10,1,7,19,7,8,8,19,5,16,SRTF
9,20,2,8,9,7,8,19,4,3,SRTF
2,5,4,4,3,14,4,7,10,7,SJF
7,6,9,17,4,2,7,14,7,19,SJF
7,13,4,20,9,13,3,18,9,16,FCFS
9,6,2,4,5,7,1,6,4,9,SRTF
6,9,8,7,9,19,10,12,5,4,SJF
10,3,0,20,8,9,5,7,8,5,SRTF
9,5,6,12,7,11,2,2,9,12,SRTF
8,9,10,20,1,1,6,12,7,13,SRTF
9,15,3,18,4,1,4,3,2,17,SRTF
6,19,9,17,7,19,7,7,10,14,SRTF
10,18,9,11,6,6,2,2,9,9,SJF
5,20,7,19,9,18,5,1,4,9,SRTF
8,19,4,11,1,3,9,3,5,11,SRTF
9,5,1,15,9,10,10,17,1,8,SJF
9,16,1,19,5,14,3,16,8,8,SRTF
1,17,7,15,2,12,9,18,2,17,SRTF
5,7,7,14,5,14,0,18,10,8,SRTF
8,6,3,6,7,17,6,14,3,15,FCFS
0,18,6,2,9,5,9,20,4,17,SRTF
9,13,10,18,5,19,0,7,0,11,SJF
7,4,6,14,0,2,3,9,8,19,SRTF
9,4,2,5,5,7,0,20,0,20,SRTF
3,12,7,16,5,9,0,16,1,16,SRTF
5,4,0,9,9,12,10,17,10,4,SJF
2,13,2,11,0,19,2,20,4,12,SRTF
8,5,6,19,8,19,4,16,10,9,SRTF
2,18,1,4,1,9,8,18,6,7,SRTF
8,16,0,10,6,14,4,14,2,11,SJF
9,15,2,8,8,19,0,13,7,7,SRTF
10,20,8,8,6,12,1,18,10,16,SRTF
0,13,0,12,2,5,2,20,1,9,SRTF
7,12,4,11,7,5,1,12,5,20,SRTF
1,1,9,5,3,14,10,5,5,3,SRTF
9,20,8,1,0,18,9,5,3,15,SRTF
10,2,2,16,3,2,10,14,2,13,SRTF
8,1,6,18,7,13,3,8,6,7,SRTF
5,5,2,1,3,16,5,1,9,3,SRTF
1,7,5,16,4,9,2,9,9,20,SJF
8,13,1,13,2,3,1,16,8,11,SRTF
7,15,5,9,2,1,1,16,2,20,SRTF
4,18,7,16,7,9,7,20,9,8,SRTF
2,14,7,5,3,20,7,15,3,18,SRTF
9,11,3,14,9,8,0,4,3,3,SRTF
10,7,1,13,0,15,7,19,3,6,SRTF
10,2,10,16,7,17,4,10,0,18,SRTF
0,13,1,19,5,4,9,13,1,6,SRTF
7,9,2,19,5,15,2,7,1,14,SRTF
10,15,4,17,1,9,8,10,1,5,SJF
3,8,8,18,5,4,8,5,7,17,SRTF
5,17,9,9,4,11,2,13,5,8,SRTF
2,8,0,14,8,2,3,7,4,13,SRTF
2,13,1,5,5,14,0,20,8,6,SRTF
2,15,7,2,5,7,8,3,0,12,SRTF
1,7,1,3,4,11,5,20,10,14,SJF
1,13,7,20,4,11,2,1,7,18,SRTF
7,2,2,2,8,8,0,5,7,2,RR
6,10,1,17,7,16,3,13,2,3,SRTF
0,11,2,12,1,17,9,1,0,7,SRTF
0,14,3,1,8,1,5,18,7,4,SRTF
5,9,1,18,9,7,7,18,7,12,SRTF
1,14,7,13,7,11,6,18,10,19,FCFS
6,19,5,15,8,7,10,3,8,17,SRTF
1,8,0,2,8,10,7,5,8,2,SJF
5,8,0,6,7,9,5,17,6,11,SJF
1,17,2,7,4,14,0,6,6,5,SJF
8,11,5,2,10,2,7,7,6,16,SRTF
1,11,8,17,2,19,8,9,8,2,SRTF
5,4,10,15,3,6,10,1,10,11,SRTF
4,13,3,19,3,8,7,20,0,20,SRTF
4,12,0,9,8,12,10,15,8,10,SJF
6,19,3,2,0,17,9,18,2,10,SRTF
4,11,5,2,9,11,0,6,8,4,SJF
9,3,0,1,6,13,1,2,10,15,SRTF
2,10,6,10,0,1,9,9,10,14,SJF
9,20,4,5,10,2,3,12,1,5,SJF
3,4,9,1,1,17,8,5,5,14,SRTF
6,16,1,4,7,5,2,17,2,20,SRTF
4,3,6,19,1,15,6,4,4,1,SRTF
5,3,1,12,0,20,6,9,10,16,SRTF
1,6,5,15,2,20,8,17,4,9,SJF
5,18,7,6,6,8,4,12,3,14,SRTF
0,12,0,14,7,5,9,6,8,9,SJF
0,15,8,4,3,20,7,12,2,20,SRTF
3,11,10,3,9,10,5,2,3,5,SRTF
9,9,5,9,1,16,1,13,7,20,FCFS
1,11,0,3,5,12,5,5,9,12,SRTF
7,9,2,8,2,9,6,16,8,15,FCFS
5,12,1,18,3,11,6,17,4,7,SRTF
10,17,7,17,8,4,7,10,3,7,SJF
6,13,8,16,0,7,8,20,3,19,SJF
0,12,3,7,10,7,0,7,9,2,SRTF
9,5,1,19,5,12,6,17,7,13,SRTF
10,15,1,5,7,11,1,18,2,8,SJF
7,19,10,9,3,1,2,1,10,1,SRTF
0,13,2,13,5,12,9,20,4,19,SJF
9,6,3,2,8,7,10,13,4,20,FCFS
0,14,9,7,9,19,7,10,4,11,SJF
0,15,8,17,4,4,4,17,6,11,SRTF
7,14,0,16,9,9,6,16,3,19,SJF
9,19,7,8,1,5,10,16,9,4,SRTF
0,8,6,20,4,5,1,14,2,9,SJF
4,6,8,13,8,17,3,15,2,9,SRTF
7,8,2,1,2,4,4,17,1,9,SRTF
9,9,10,11,9,14,9,2,8,4,SRTF
2,11,9,19,7,3,5,7,4,20,SRTF
3,13,4,19,0,15,3,11,2,10,SRTF
0,5,7,12,10,9,10,16,6,16,FCFS
0,12,2,6,5,12,2,7,9,12,SRTF
10,9,7,7,0,1,7,12,3,8,SJF
2,11,6,15,8,12,10,19,0,9,SJF
1,7,9,7,3,18,2,1,9,2,SRTF
5,3,6,3,0,12,7,12,9,8,SRTF
6,4,9,4,1,9,2,17,8,9,SJF
5,13,3,3,10,3,4,8,4,11,SRTF
8,13,6,1,7,2,1,19,0,4,SRTF
8,7,9,11,9,8,8,13,6,16,FCFS
0,13,9,1,0,19,8,2,4,5,SRTF
2,16,8,16,4,2,7,9,7,8,SRTF
8,20,0,20,4,20,9,15,8,7,SRTF
7,17,9,5,6,16,8,12,1,11,SJF
6,9,5,10,3,2,3,3,1,13,SRTF
9,15,6,8,5,2,5,18,5,14,SJF
1,2,5,5,3,7,9,17,7,19,FCFS
3,20,2,18,1,3,7,4,6,18,SRTF
4,3,3,6,2,8,8,14,5,12,FCFS
7,8,1,12,0,9,8,13,0,6,SJF
3,2,6,8,9,13,4,16,9,7,SRTF
0,9,5,11,9,3,3,6,10,11,SJF
10,5,0,4,4,12,9,12,0,14,SRTF
5,1,0,8,2,10,0,5,0,20,SJF
8,12,0,11,1,1,6,18,1,11,SRTF
3,14,9,13,9,18,9,7,2,2,SRTF
0,2,9,2,9,4,8,18,3,5,SRTF
3,5,1,20,10,13,1,5,6,1,SJF
5,5,3,7,1,13,8,13,4,19,FCFS
2,7,8,11,8,14,3,20,4,14,FCFS
3,10,9,17,2,1,7,1,2,11,SRTF
9,1,7,10,9,2,2,10,10,1,SRTF
10,5,1,17,9,13,9,5,10,14,SRTF
6,1,9,19,4,8,4,2,0,4,SJF
9,8,8,11,2,7,3,11,0,14,SRTF
3,1,4,6,2,11,0,14,7,11,FCFS
10,12,2,19,7,17,0,15,3,13,SJF
8,12,9,16,3,20,8,18,9,6,SRTF
9,6,10,14,7,15,1,11,2,12,SJF
5,3,4,11,10,6,6,4,7,10,FCFS
4,4,4,9,3,2,1,8,3,5,SRTF
0,2,1,2,7,7,6,18,6,1,SJF
2,5,4,9,9,17,8,1,6,12,SRTF
6,9,2,13,9,20,1,6,2,9,SJF
7,10,6,17,7,10,9,9,2,9,SJF
7,9,5,6,10,4,5,13,5,13,FCFS
2,10,3,1,7,1,2,18,1,20,SRTF
9,15,0,1,6,1,1,16,4,1,SRTF
6,1,10,18,8,3,9,19,7,10,SRTF
8,14,9,9,5,5,4,15,0,11,SRTF
3,14,1,20,2,12,9,17,8,1,SRTF
6,19,1,16,2,2,5,9,3,6,SRTF
3,5,0,1,5,17,0,11,4,19,SRTF
5,9,7,7,9,18,2,3,3,13,SJF
7,1,10,2,9,2,3,10,2,19,FCFS
0,7,2,11,9,9,9,18,9,12,SJF
2,14,2,10,2,4,7,10,10,14,SJF
3,11,10,2,3,7,10,4,3,11,SJF
1,11,8,18,4,9,4,6,3,4,SRTF
7,7,4,12,3,15,7,4,1,3,SRTF
9,16,5,9,9,18,5,6,0,2,SJF
1,12,9,4,4,14,9,13,0,4,SRTF
9,8,3,4,6,3,9,5,6,9,SJF
2,19,3,10,4,9,3,11,3,6,SRTF
9,15,2,10,6,11,10,1,3,13,SRTF
1,3,7,11,7,9,2,3,6,7,SJF
9,3,0,20,7,13,4,4,5,10,SRTF
10,4,10,12,3,16,10,12,5,8,SRTF
0,15,4,4,5,15,0,14,4,9,SRTF
7,5,3,20,1,4,10,14,10,4,SRTF
8,6,7,5,8,4,8,7,4,10,FCFS
6,9,4,14,8,6,0,13,3,14,SJF
9,20,8,19,10,18,4,13,1,14,SJF
1,5,5,3,3,1,1,4,2,10,SRTF
10,12,2,15,2,16,9,7,0,14,SJF
9,19,9,16,7,19,9,5,5,11,SRTF
9,17,5,13,1,4,8,17,2,14,SJF
4,1,7,15,0,18,8,9,8,7,SRTF
9,5,9,8,2,13,8,8,10,6,FCFS
1,6,9,14,1,13,7,13,2,4,SRTF
3,20,6,16,7,3,3,2,6,13,SRTF
2,2,10,19,6,13,8,6,6,12,SRTF
7,15,3,9,6,20,5,16,0,19,SRTF
3,18,7,9,7,19,4,14,6,11,SRTF
5,7,7,12,7,9,10,11,2,17,FCFS
1,8,9,2,6,15,8,1,6,12,SJF
8,5,6,12,1,9,7,16,9,9,SJF
8,13,8,11,9,18,8,1,2,14,SRTF
10,17,7,19,9,19,9,5,0,12,SJF
5,8,7,14,10,5,6,3,1,15,SRTF
1,4,9,8,0,5,6,1,5,14,SRTF
6,11,9,10,4,9,8,4,3,16,SRTF
2,17,1,2,7,12,0,18,5,1,SRTF
7,18,3,2,5,8,4,17,5,7,SJF
2,11,0,20,7,2,9,20,4,4,SRTF
4,8,4,10,1,10,0,9,2,19,SJF
9,18,6,12,5,13,2,16,5,17,SJF
5,14,2,11,4,17,0,16,0,13,SJF
0,10,10,1,2,3,8,6,2,17,SRTF
8,11,3,9,8,17,7,11,2,8,SJF
8,19,9,4,8,4,6,15,10,14,SRTF
4,10,0,16,0,16,5,19,5,10,SRTF
9,9,1,6,7,5,1,8,6,10,SJF
9,3,3,13,10,20,5,20,5,7,SRTF
6,14,0,13,6,6,10,8,8,14,SRTF
8,7,1,8,10,10,7,11,1,20,SJF
9,20,8,11,9,16,1,3,1,14,SJF
10,13,1,17,8,1,5,3,1,18,SRTF
2,11,1,3,2,18,2,4,4,4,SJF
5,16,3,17,10,19,3,19,8,18,FCFS
3,8,1,5,1,13,10,3,2,4,SJF
5,5,4,6,4,3,6,16,1,14,FCFS
2,4,5,16,9,20,0,7,7,13,SRTF
2,9,7,1,8,18,10,9,4,10,SRTF
0,9,2,10,5,8,0,16,6,8,SJF
4,9,4,7,2,8,9,18,4,14,SJF
6,3,5,18,9,6,10,10,8,8,SRTF
2,19,6,4,1,12,5,6,3,5,SRTF
7,8,7,19,6,4,2,8,10,13,SJF
10,12,7,3,1,11,2,4,4,17,SRTF
10,6,4,20,2,3,5,1,4,9,SJF
1,17,6,11,10,10,3,15,10,12,SRTF
6,11,5,8,6,2,10,19,1,6,SJF
6,9,9,15,3,16,8,19,0,12,SJF
10,4,8,1,6,17,4,16,4,19,FCFS
0,7,3,3,10,18,3,17,8,9,SRTF
6,9,5,8,10,14,5,14,7,5,SRTF
3,3,6,19,9,1,9,1,10,18,SRTF
7,16,5,4,5,1,2,17,3,4,SRTF
8,10,10,2,4,17,6,15,8,9,FCFS
3,14,7,4,9,7,2,8,1,13,SRTF
6,3,2,12,0,14,8,19,1,3,SRTF
3,2,7,7,6,8,5,2,1,5,SRTF
0,1,0,18,3,16,0,3,2,1,SRTF
9,12,1,2,6,20,0,16,6,13,SRTF
6,13,2,9,7,6,4,9,5,15,SJF
1,17,4,16,5,14,1,5,10,6,SRTF
9,16,1,9,5,3,0,6,6,6,SJF
0,12,6,12,3,8,10,8,0,20,SRTF
10,4,2,2,10,3,5,19,9,9,FCFS
10,8,5,7,9,18,5,20,2,14,SRTF
8,4,0,5,9,12,5,13,9,1,SRTF
6,18,3,9,0,9,0,19,5,18,SJF
10,13,9,13,4,18,1,5,9,10,SRTF
2,13,4,14,10,11,5,7,6,12,SRTF
4,11,3,20,5,20,3,5,2,9,SRTF
4,11,0,11,8,19,0,13,10,10,SJF
8,12,10,18,2,19,10,9,3,12,SRTF
4,13,8,2,9,13,0,14,8,10,SRTF
6,20,3,3,10,13,5,6,2,11,SRTF
7,1,2,15,6,18,7,15,2,10,SRTF
10,6,1,10,7,13,2,3,1,17,SRTF
3,20,1,12,6,11,6,18,10,20,SJF
8,14,7,9,5,17,0,5,3,9,SJF
7,9,0,17,8,2,8,6,2,6,SRTF
2,4,4,8,5,20,10,20,8,7,SJF
6,7,10,8,2,5,0,9,10,10,SRTF
5,5,0,16,5,20,8,2,9,5,SRTF
1,20,7,19,9,18,6,13,3,7,SRTF
4,7,4,5,5,5,4,2,7,19,FCFS
3,16,3,18,10,9,0,17,7,9,SRTF
7,15,0,10,7,19,3,7,9,12,SJF
7,4,7,11,4,13,9,4,10,10,FCFS
6,12,4,2,3,17,3,11,9,3,SRTF
1,10,10,1,1,20,3,16,1,19,SJF
1,20,5,8,2,2,8,2,0,10,SRTF
10,17,1,19,3,14,0,2,5,11,SRTF
4,11,6,10,4,20,0,7,6,5,SJF
4,2,0,9,0,6,7,20,10,3,SRTF
10,10,0,17,10,11,1,14,0,20,SRTF
5,2,9,20,9,10,1,11,2,12,SRTF
4,20,1,15,2,18,6,8,4,10,SRTF
1,1,9,9,6,3,9,20,4,2,SJF
7,3,7,11,4,3,6,2,0,3,SJF
3,5,8,16,2,15,1,3,9,6,SJF
5,13,9,13,9,5,5,4,1,18,SRTF
5,6,5,2,4,19,8,19,7,13,FCFS
6,1,10,2,1,20,4,6,0,13,SRTF
5,16,0,5,6,6,9,14,5,10,SRTF
7,7,4,5,9,20,5,5,9,7,SJF
6,8,4,14,10,9,3,3,2,18,SRTF
0,13,2,9,1,3,10,11,2,1,SRTF
6,5,4,20,2,2,4,16,0,2,SRTF
8,8,10,18,5,2,2,2,2,14,SRTF
4,20,10,16,7,2,5,8,7,18,SRTF
4,14,7,15,0,13,9,7,5,17,SJF
1,5,6,6,5,13,1,1,10,16,SJF
5,11,3,7,8,16,2,19,4,15,SRTF
2,11,1,18,4,1,8,8,8,6,SRTF
6,9,8,14,5,6,9,1,1,4,SRTF
3,3,9,4,10,8,9,11,7,5,SJF
6,12,3,8,8,4,5,6,2,16,SRTF
6,10,3,4,6,3,1,17,8,17,SRTF
5,10,9,4,9,18,7,17,3,5,SRTF
5,2,2,5,1,13,7,13,9,1,SRTF
3,2,5,2,2,3,6,9,3,15,FCFS
4,8,4,15,1,8,7,2,1,20,SJF
10,11,6,17,3,15,4,14,8,5,SRTF
9,13,2,1,5,18,1,3,7,20,SRTF
9,7,8,20,1,14,10,6,5,15,SJF
5,7,7,19,0,4,3,13,1,20,SRTF
0,17,5,20,4,20,4,15,2,17,SJF
2,6,5,19,3,7,5,16,0,10,SRTF
0,13,1,8,1,14,3,12,8,3,SRTF
5,7,3,12,6,11,10,9,10,5,SRTF
4,12,10,17,7,6,3,9,4,20,SJF
5,20,6,12,6,10,9,9,3,10,SJF
0,18,8,4,9,5,9,20,3,14,SRTF
2,5,3,20,9,17,4,8,4,2,SRTF
3,5,5,12,9,20,3,6,9,19,SJF
2,10,10,9,8,17,5,14,4,6,SRTF
5,19,9,15,10,13,5,4,7,8,SJF
2,3,1,4,8,19,3,3,9,10,SJF
8,11,4,11,7,10,0,1,4,9,SJF
8,8,5,10,8,2,0,3,8,9,SRTF
4,17,3,9,8,1,9,3,2,13,SRTF
5,19,9,11,9,15,4,10,3,11,SJF
4,8,9,8,8,11,4,3,5,12,SJF
4,15,6,3,8,16,2,13,5,12,SRTF
5,9,10,8,9,7,8,7,1,8,SJF
5,17,1,5,0,1,0,19,6,9,SJF
4,16,5,15,5,16,9,5,9,17,SRTF
2,2,6,9,9,5,9,1,10,11,FCFS
3,18,6,17,7,1,10,12,0,13,SRTF
6,12,4,19,7,4,2,2,10,12,SRTF
3,9,3,16,4,2,9,18,5,17,SRTF
7,20,2,13,6,5,9,12,5,2,SRTF
2,15,5,17,2,2,5,17,6,6,SRTF
5,2,6,2,7,8,3,11,3,11,FCFS
9,11,0,9,6,12,7,13,5,10,SJF
10,17,1,16,4,6,4,11,2,17,SRTF
2,11,10,4,0,17,6,19,3,14,SRTF
10,2,9,2,1,4,8,3,10,16,FCFS
5,20,6,13,0,15,9,8,0,7,SRTF
1,6,2,7,10,2,0,7,7,13,SRTF
7,2,9,18,7,20,8,15,5,19,FCFS
0,19,7,17,8,13,6,2,9,19,SRTF
4,7,10,15,0,3,8,3,0,9,SRTF
7,12,0,1,8,18,7,15,7,20,FCFS
9,15,1,20,9,3,6,10,0,20,SRTF
4,16,9,8,7,7,4,1,1,8,SRTF
5,7,1,10,6,14,1,13,7,10,SJF
6,9,7,9,10,16,9,8,10,10,FCFS
1,8,4,4,10,7,9,20,4,2,SRTF
8,3,2,7,9,19,1,17,6,9,SRTF
2,4,2,9,4,20,10,19,6,19,FCFS
8,3,8,14,4,10,4,6,1,20,SRTF
3,5,6,1,7,13,7,17,8,7,SRTF
10,16,10,17,0,9,7,18,9,1,SJF
6,14,4,15,10,12,9,19,4,18,FCFS
1,5,6,19,10,10,2,20,2,14,SJF
6,5,1,8,3,2,4,20,9,6,SRTF
0,10,8,4,4,2,2,16,2,3,SRTF
3,2,4,19,2,5,2,2,9,13,SJF
0,12,6,12,6,18,6,19,9,1,SRTF
9,4,5,8,0,17,7,13,8,19,FCFS
5,20,3,17,10,4,0,7,9,2,SRTF
2,17,3,4,6,8,4,15,9,11,SRTF
0,2,2,10,2,2,4,9,1,5,SJF
0,19,1,5,4,17,9,13,9,11,SRTF
8,14,4,19,2,18,9,12,6,12,SRTF
4,8,9,7,1,4,8,19,7,2,SRTF
5,16,7,4,10,2,2,2,1,11,SRTF
2,7,1,16,1,9,1,1,0,8,SRTF
6,17,1,17,7,19,1,18,10,14,SJF
2,11,7,10,10,18,8,9,4,3,SRTF
8,5,0,4,2,14,8,7,8,16,SRTF
7,4,8,12,7,16,7,2,6,16,SRTF
10,1,5,1,5,2,3,3,2,5,FCFS
5,8,7,7,0,18,5,13,8,13,FCFS
1,9,9,3,1,11,6,19,5,19,FCFS
3,3,0,4,6,15,7,5,5,19,SJF
3,16,3,9,4,15,8,8,7,9,SJF
10,14,10,19,9,17,4,7,1,6,SJF
9,8,8,3,10,14,5,8,2,6,SJF
8,3,0,6,6,10,8,3,7,7,SRTF
10,15,9,16,5,6,5,13,6,15,SJF
3,5,4,12,1,11,1,2,4,17,SJF
7,13,2,11,10,11,1,17,4,19,SRTF
1,18,9,3,7,14,3,19,1,13,SRTF
1,15,1,8,3,20,9,19,3,4,SRTF
2,11,0,3,1,3,7,15,5,4,SJF
0,13,0,18,7,8,3,8,5,14,SRTF
4,17,5,12,10,11,5,18,2,19,FCFS
8,12,10,11,3,4,5,13,6,18,SJF
7,5,7,19,2,17,9,5,6,8,SRTF
1,16,5,5,2,16,10,17,9,2,SRTF
9,12,5,9,6,20,6,10,8,16,SJF
8,20,9,7,1,11,5,3,8,12,SRTF
9,18,3,13,4,9,3,19,4,18,SRTF
6,2,10,10,2,15,1,17,9,10,SRTF
5,15,7,7,1,8,5,6,5,19,SJF
9,3,4,2,4,6,5,20,5,7,SJF
4,8,10,18,7,8,1,2,1,13,SRTF
7,9,6,16,1,18,3,5,3,16,SRTF
6,2,8,3,6,12,9,15,9,2,SJF
1,7,7,19,4,11,0,19,2,16,SRTF
5,4,8,6,2,1,9,7,1,8,SRTF
5,12,7,19,4,13,8,1,9,17,SRTF
1,2,7,1,10,17,7,1,6,13,SRTF
9,5,6,20,8,1,10,20,2,15,SRTF
1,3,5,2,2,16,7,17,10,20,FCFS
0,11,10,8,6,8,7,6,9,9,SJF
0,20,4,18,2,10,4,3,6,11,SRTF
7,8,2,10,4,6,1,6,2,7,SJF
1,11,9,11,4,8,2,18,10,5,SJF
5,6,3,2,7,20,8,19,7,11,SJF
9,10,4,16,10,3,10,6,3,15,SRTF
3,1,6,5,0,10,2,15,10,8,SRTF
8,13,1,14,10,2,1,20,10,6,SRTF
5,1,8,2,9,15,3,1,7,15,SRTF
5,7,7,2,6,18,2,1,7,19,SRTF
9,13,3,10,4,4,5,14,5,16,SRTF
5,18,10,17,3,17,6,12,6,8,SRTF
4,7,0,14,4,2,3,19,1,16,SRTF
9,6,0,15,1,3,2,15,5,7,SRTF
3,15,5,3,9,15,0,20,0,5,SJF
9,17,0,11,8,18,7,15,8,8,SJF
3,4,3,16,1,5,0,16,4,17,SRTF
1,18,6,1,9,4,4,8,6,17,SRTF
2,10,1,20,2,20,10,17,1,18,SRTF
4,2,0,2,9,14,1,8,5,8,SRTF
2,7,3,6,8,6,8,10,7,18,FCFS
9,4,9,5,8,17,9,6,7,12,FCFS
8,11,0,11,3,12,7,17,2,9,SJF
7,16,9,3,6,8,0,14,10,4,SRTF
7,11,6,12,8,11,9,1,8,9,SRTF
1,18,5,6,8,11,7,17,10,16,SRTF
8,4,3,5,9,10,6,7,2,20,FCFS
0,12,5,18,10,6,3,12,8,4,SJF
4,15,8,4,1,10,9,9,5,18,SJF
8,5,8,19,8,18,7,14,0,13,SJF
4,19,4,15,9,4,4,20,7,16,SRTF
9,10,5,11,5,18,9,14,1,15,SJF
3,1,2,15,8,2,1,13,5,5,SRTF
10,11,10,4,5,3,8,12,8,10,SRTF
7,10,2,18,7,13,10,20,5,6,SRTF
9,2,3,16,2,14,1,8,5,6,SJF
2,1,2,2,8,6,1,17,3,15,FCFS
4,18,9,17,6,17,8,7,5,14,SRTF
4,18,9,2,1,4,5,11,5,3,SRTF
1,15,8,5,6,6,6,12,3,13,SRTF
5,12,1,16,4,18,7,6,7,6,SRTF
2,2,10,11,0,10,2,15,0,11,SRTF
9,3,9,2,8,15,3,10,7,13,FCFS
2,8,0,5,4,7,4,7,2,2,SRTF
4,17,6,6,4,20,4,5,6,1,SRTF
2,8,1,6,8,9,7,7,2,13,SJF
2,17,3,18,1,13,0,11,0,13,SJF
8,10,0,5,7,12,8,3,3,15,SRTF
8,15,7,11,7,20,6,12,5,8,SJF
1,15,10,1,5,9,3,20,9,16,SRTF
6,1,0,2,5,9,9,19,8,18,FCFS
8,2,4,13,7,17,1,11,8,11,SRTF
0,3,6,5,5,7,3,12,6,12,FCFS
9,4,2,8,0,17,0,12,1,5,SRTF
0,14,7,9,4,8,9,14,2,16,SRTF
6,11,1,8,2,12,1,17,5,14,SJF
10,9,10,16,6,10,4,3,5,13,SJF
4,13,2,6,2,19,4,8,5,11,SJF
3,7,6,10,4,18,10,3,10,1,SJF
6,13,1,8,0,17,7,15,5,16,SRTF
3,6,6,20,5,8,8,3,8,7,SJF
4,13,0,16,10,17,9,16,1,10,SRTF
9,16,10,6,10,1,3,8,9,8,SJF
1,5,8,13,1,15,8,18,5,3,SJF
2,19,10,17,0,16,4,4,9,2,SRTF
3,12,0,11,10,15,6,3,2,14,SRTF
5,7,2,6,0,12,0,10,8,9,SRTF
9,2,7,15,3,15,4,1,2,4,SRTF
3,3,8,18,3,4,8,18,10,1,SJF
7,16,7,11,5,11,2,20,4,12,SRTF
6,3,7,17,6,20,2,13,7,4,SRTF
0,5,6,8,6,9,7,10,8,9,FCFS
4,9,7,20,5,1,1,19,5,4,SRTF
8,19,1,9,2,7,3,19,4,9,SRTF
